episode,reward,epsilon,avg_loss
55,-678.6,0.7590483508202912,14084.3918355306
56,-631.8472246024569,0.7552531090661897,3829.2867431640625
57,-390.35958038185055,0.7514768435208588,16459.959416707356
58,-626.4,0.7477194593032545,3999.8647232055664
59,-623.4739567218137,0.7439808620067382,5155.365264892578
60,-1195.5983695261975,0.7402609576967045,5068.5360107421875
61,-1542.0895340487766,0.736559652908221,19312.0953318278
62,-522.0,0.7328768546436799,24383.14404805501
63,-785.2044074913429,0.7292124703704616,5389.4180908203125
64,-2895.3893340015397,0.7255664080186093,11418.868728637695
65,-469.8,0.7219385759785162,7775.43290456136
66,-469.8,0.7183288830986236,25146.112762451172
67,-522.0,0.7147372386831305,11659.914179484049
68,-417.6,0.7111635524897149,4958.173014322917
69,-1409.3085979385514,0.7076077347272662,9115.13900756836
70,-1172.571883840784,0.7040696960536299,23401.27880350749
71,-679.3288614974954,0.7005493475733617,5946.52289835612
72,-1434.9116102925168,0.697046600835495,15812.110506693522
73,-794.6059155135226,0.6935613678313175,17430.36787923177
74,-1368.1931343064018,0.6900935609921609,8602.07748413086
75,-835.2,0.6866430931872001,6181.410181681315
76,-990.8815107901013,0.6832098777212641,7854.884836832683
77,-1005.2057248347567,0.6797938283326578,16480.613494873047
78,-451.75945631768184,0.6763948591909945,9437.327982584635
79,-522.0,0.6730128848950395,3464.674321492513
80,-261.0,0.6696478204705644,6255.139462788899
81,-906.6904919987919,0.6662995813682115,10533.44782002767
82,-1581.4098186169686,0.6629680834613705,9410.253707885742
83,-2016.0152040777682,0.6596532430440636,9250.582926432291
84,-5268.1349314616655,0.6563549768288433,15698.33056640625
85,-940.2591414509955,0.653073201944699,13687.838709513346
86,-2035.0937812718976,0.6498078359349755,3733.4913482666016
87,-1176.3648361810897,0.6465587967553006,15796.462880452475
88,-796.7807916336853,0.6433260027715241,16379.234344482422
89,-2839.4313931361125,0.6401093727576664,17169.835042317707
90,-626.4,0.6369088258938781,23397.409586588543
91,-4293.086394533038,0.6337242817644086,27188.711995442707
92,-3760.8845078630507,0.6305556603555866,22106.769694010418
93,-720.4251882733734,0.6274028820538087,26253.55662027995
94,-2181.5296546307513,0.6242658676435396,19889.91542561849
95,-2152.5220237357626,0.6211445383053219,34300.46122233073
96,-469.80000000000007,0.6180388156137953,14018.173520406088
97,-1078.9219065492086,0.6149486215357263,30270.685129801434
98,-576.8010088988622,0.6118738784280476,31462.514119466145
99,-313.20000000000005,0.6088145090359074,20536.539408365887
100,-417.6217135955268,0.6057704364907278,46500.01989746094
101,-522.0,0.6027415843082742,31355.531473795574
102,-576.6679453558926,0.5997278763867329,21548.049926757812
103,-365.4,0.5967292370047992,14773.564107259115
104,-603.5273601000483,0.5937455908197752,51803.2470296224
105,-315.61768486797246,0.5907768628656763,33821.37227376302
106,-575.0830536547674,0.5878229785513479,16425.75197347005
107,-483.4918058187044,0.5848838636585911,32455.02834065755
108,-626.4,0.5819594443402982,11862.447397867838
109,-434.03075447731493,0.5790496471185967,21228.479431152344
110,-469.80000000000007,0.5761543988830038,45512.76940917969
111,-1362.0688760416397,0.5732736268885887,22686.54715983073
112,-365.4,0.5704072587541458,24460.867268880207
113,-261.0,0.567555222460375,9902.116719563803
114,-417.6,0.5647174463480732,7101.59521484375
115,-1016.1682552854584,0.5618938591163328,16409.913996378582
116,-522.0,0.5590843898207511,10061.097229003906
117,-2039.7729868432612,0.5562889678716474,16140.326985677084
118,-208.8,0.5535075230322891,27787.887725830078
119,-3718.960554469573,0.5507399854171277,55354.360412597656
120,-365.40000000000003,0.547986285490042,12781.222493489584
121,-626.4000000000001,0.5452463540625918,18832.275126139324
122,-713.1022315307955,0.5425201222922789,34970.81325276693
123,-313.2,0.5398075216808175,22900.60860188802
124,-574.2,0.5371084840724134,23866.667236328125
125,-417.59999999999997,0.5344229416520513,20487.54298909505
126,-706.0277784266652,0.531750826943791,25688.907389322918
127,-208.8,0.5290920728090721,25450.715301513672
128,-417.6,0.5264466124450268,29107.096944173176
129,-626.4,0.5238143793828016,18246.98057047526
130,-765.7531028350925,0.5211953074858876,21148.447631835938
131,-2291.928014354587,0.5185893309484582,25628.479939778645
132,-456.8578059261322,0.5159963842937159,20518.86551920573
133,-730.8000000000001,0.5134164023722473,14325.340840657553
134,-417.6,0.510849320360386,21653.62803141276
135,-7103.390544163834,0.5082950737585841,24297.47147623698
136,-417.59999999999997,0.5057535983897912,24097.19171142578
137,-323.4446867530613,0.5032248303978422,14167.855183919271
138,-721.9724991771446,0.500708706245853,25189.215413411457
139,-3570.4244961506356,0.4982051627146237,41171.8893737793
140,-688.245847946139,0.49571413690105054,22775.9946492513
141,-709.3811939450354,0.4932355662165453,31410.56329345703
142,-313.20000000000005,0.4907693883854626,18322.970672607422
143,-469.8,0.4883155414435353,33140.99391682943
144,-1945.5550006482176,0.4858739637363176,22285.098470052082
145,-471.18230395928316,0.483444593917636,21164.527018229168
146,-417.59999999999997,0.4810273709480478,17384.348526000977
147,-626.4000000000001,0.47862223409330756,36437.56422932943
148,-9849.871005762703,0.47622912292284103,17677.253560384113
149,-261.0,0.4738479773082268,57911.14807128906
150,-313.2,0.47147873742168567,48072.1015625
151,-367.2241359204125,0.46912134373457726,28787.538940429688
152,-1004.3167890692662,0.46677573701590436,34790.16662597656
153,-2452.4829954268803,0.46444185833082485,10532.906850179037
154,-365.40000000000003,0.46211964903917074,40114.747538248695
155,-365.40000000000003,0.4598090507939749,46948.31408691406
156,-428.4782551645063,0.457510005540005,32468.99365234375
157,-686.5107526347942,0.45522245551230495,19296.51641845703
158,-1808.6494002861768,0.4529463432347434,34741.63537597656
159,-2088.2295733703672,0.4506816115185697,32187.074137369793
160,-1384.59960197061,0.4484282034609769,43324.43924967448
161,-678.7724171973299,0.446186062443672,19400.90087890625
162,-746.3935105870294,0.4439551321314536,26804.126373291016
163,-529.6683647951597,0.4417353564707963,72182.41320800781
164,-730.8000000000002,0.43952667968844233,56717.92240397135
165,-522.0,0.43732904629000013,63287.72096761068
166,-365.4,0.4351424010585501,44916.80985514323
167,-626.4000000000002,0.43296668905325736,43992.06091308594
168,-737.0336403265463,0.43080185560799106,39627.78849283854
169,-783.0000000000002,0.4286478463299511,24842.343973795574
170,-836.2728521908768,0.42650460709830135,70904.17954508464
171,-730.8000000000002,0.42437208406280985,30629.25486246745
172,-626.4000000000001,0.4222502236424958,63646.30920410156
173,-375.93186551357996,0.42013897252428334,72265.22500610352
174,-2789.967609638721,0.4180382776616619,63235.04833984375
175,-287.52043995812073,0.4159480862733536,15946.463948567709
176,-805.3606674439728,0.41386834584198684,26093.807291666668
177,-887.4000000000003,0.4117990041127769,26368.545369466145
178,-734.2864889906796,0.40974000909221303,58651.28872680664
179,-828.825697487559,0.40769130904675194,24560.285807291668
180,-2690.959487479893,0.40565285250151817,14981.564371744791
181,-684.3290520431815,0.4036245882390106,65688.60536702473
182,-650.1996641322606,0.4016064652978155,82227.14404296875
183,-313.2,0.3995984329713264,66795.77396647136
184,-313.20000000000005,0.3976004408064698,13842.280598958334
185,-313.721135449373,0.39561243860243744,59437.48701985677
186,-522.0,0.3936343764094253,43236.356119791664
187,-851.2759908338257,0.39166620452737816,22488.698771158855
188,-469.8,0.3897078735047413,36908.994954427086
189,-365.40000000000003,0.3877593341372176,19107.21181233724
190,-208.8,0.3858205374665315,37273.63242594401
191,-349.28797723845463,0.38389143477919885,15547.004170735678
192,-52.2,0.3819719776053028,27651.783213297527
193,-707.2927682635243,0.3800621177172763,28929.609232584637
194,-417.6,0.37816180712868996,21576.057373046875
195,-727.6916503254045,0.37627099809304654,63393.18755086263
196,-365.40000000000003,0.3743896431025813,8413.92685953776
197,-292.0852242256569,0.37251769488706843,33789.543619791664
198,-469.79999999999995,0.3706551064126331,24174.75303141276
199,-417.6,0.36880183088056995,15715.730773925781
200,-417.59999999999997,0.3669578217261671,50612.0918375651
201,-574.2,0.36512303261753626,20137.10143025716
202,-858.2357657292864,0.3632974174544486,37171.76961263021
203,-313.97076329390757,0.3614809303671764,13972.484537760416
204,-1288.008103396653,0.3596735257153405,12094.30918375651
205,-417.6,0.3578751580867638,18221.800201416016
206,-156.60000000000002,0.35608578229633,62052.90686035156
207,-107.5945970823546,0.3543053533848483,19298.612630208332
208,-2501.76989450148,0.35253382661792404,18102.82588704427
209,-469.8,0.3507711574848344,95093.18566894531
210,-172.97968828153176,0.34901730169741024,27391.87080891927
211,-574.2,0.3472722151889232,15972.407877604166
212,-157.38106740131732,0.3455358541129786,26466.94536336263
213,-208.8,0.3438081748424137,44043.78682454427
214,-365.4,0.3420891339682016,19905.923268636066
215,-927.5524834395383,0.3403786882983606,18023.00498453776
216,-503.0298014207454,0.3386767948568688,32866.80041503906
217,-639.6286664363124,0.33698341088258443,20313.22011311849
218,-1035.0792832152963,0.3352984938281715,35435.24387613932
219,-418.9823944471877,0.33362200135903064,30936.216013590496
220,-483.86861370779366,0.33195389135223546,26451.263895670574
221,-585.0554403482613,0.3302941218954743,25949.381225585938
222,-495.4821471652539,0.32864265128599696,72149.07279459636
223,-803.5299027600015,0.326999438029567,14998.470723470053
224,-365.4,0.3253644408394192,25869.069478352863
225,-371.82793034899487,0.3237376186352221,29088.241180419922
226,-466.3830122359319,0.322118930542046,53680.51607259115
227,-430.9852283923102,0.32050833588933575,31326.21700032552
228,-156.60000000000002,0.31890579420988907,15628.833511352539
229,-424.5481305951082,0.3173112652388396,30521.82257080078
230,-355.4462662011976,0.3157247089126454,41495.88927205404
231,-352.9751589161796,0.3141460853680822,20699.572001139324
232,-156.60000000000002,0.3125753549412418,21404.358072916668
233,-486.3727775580169,0.31101247816653554,30342.977945963543
234,-156.60000000000002,0.30945741577570285,13580.388051350912
235,-104.4,0.3079101286968243,13832.996520996094
236,-313.20000000000005,0.3063705780533402,35679.112141927086
237,-261.0,0.30483872516307353,41330.59240722656
238,-496.1119152112923,0.3033145315372582,16766.054260253906
239,-294.53289119457287,0.3017979588795719,26283.059611002605
240,-52.2,0.30028896908517405,36041.98704020182
241,-312.07654303743783,0.2987875242397482,26017.260996500652
242,-678.6000000000001,0.29729358661854943,14010.589803059896
243,-626.4,0.29580711868545667,18825.779337565105
244,-208.8,0.2943280830920294,31411.65604654948
245,-104.4,0.29285644267656924,41785.114807128906
246,-208.8,0.2913921604631864,39509.810526529945
247,-156.60000000000002,0.28993519966087045,37314.14727783203
248,-420.0976715515357,0.2884855236625661,24040.782165527344
249,-104.4,0.28704309604425327,6007.407302856445
250,-401.48970054140347,0.285607880564032,58905.279388427734
251,-261.0,0.28417984116121187,34093.70574951172
252,-522.0,0.2827589419554058,20553.67254638672
253,-52.2,0.28134514724562876,22997.959177652996
254,-156.60000000000002,0.2799384215094006,43694.72799682617
255,-556.5403206631153,0.27853872940185365,19452.814392089844
256,-261.0,0.27714603575484437,55165.31498209635
257,-963.818618245994,0.2757603055760701,9054.88330078125
258,-488.5441941883766,0.2743815040481898,9647.081705729166
259,-2357.8474978961963,0.2730095965279488,41830.19114176432
260,-1149.4169470036068,0.27164454854530906,57732.57879638672
261,0.0,0.2702863258025825,42691.69794718424
262,-315.97951424937105,0.2689348941735696,16795.603576660156
263,-2158.152897481888,0.26759021970270175,15821.337381998697
264,-261.0,0.2662522686041882,24912.117380777996
265,-2542.4003319203794,0.2649210072611673,23556.748697916668
266,-104.4,0.26359640222486147,50743.73640950521
267,-156.60000000000002,0.26227842021373715,10125.102244059244
268,-612.6127323140939,0.2609670281126685,13140.630462646484
269,-3252.471463919143,0.25966219297210513,24447.924357096355
270,-469.79999999999995,0.2583638820072446,19146.942932128906
271,-528.3285592549757,0.2570720625972084,8474.14185587565
272,-1868.6419512522882,0.25578670228422234,9747.970591227213
273,-208.8,0.25450776877280124,9180.940388997396
274,-314.08751752137596,0.2532352299289372,23223.47267659505
275,-261.0,0.2519690537792925,48107.6667582194
276,-826.9873559087507,0.2507092085103961,33301.74519856771
277,-1863.7906716081884,0.2494556624678441,45250.73543294271
278,-3.713747081767729,0.24820838415550486,29497.019002278645
279,-156.60000000000002,0.24696734223472733,17495.971425374348
280,-596.066040206703,0.2457325055235537,24235.747416178387
281,-156.60000000000002,0.24450384299593592,22784.27215576172
282,-156.60000000000002,0.24328132378095624,18171.175720214844
283,-208.8,0.24206491716205145,57680.08872477213
284,-342.3001839643648,0.2408545925762412,11930.443094889322
285,-104.4,0.23965031961336,17277.216349283855
286,-1097.5031339422778,0.2384520680152932,14894.9465230306
287,-359.96471626129727,0.23725980767521673,33611.64514160156
288,-261.0137314842965,0.23607350863684065,44178.80234781901
289,-317.3801415513468,0.23489314109365644,13139.790181477865
290,-705.5752034118341,0.23371867538818816,27255.288024902344
291,-2628.104351338538,0.23255008201124722,41593.28752644857
292,-527.4129037485136,0.231387331601191,5835.175608317058
293,-173.30953963200997,0.23023039494318503,41274.34307861328
294,-104.4,0.2290792429684691,21111.51133219401
295,-224.41318264567815,0.22793384675362674,29060.115793863934
296,-809.0853032064812,0.22679417751985861,8792.548583984375
297,-106.08822302133024,0.22566020663225933,8303.809692382812
298,-156.60000000000002,0.22453190559909803,31480.855550130207
299,-104.4,0.22340924607110255,12092.7605082194
300,-2121.6032338940477,0.22229219984074702,14999.578979492188
301,-2262.2606672488846,0.2211807388415433,12326.372446695963
302,0.0,0.22007483514733558,36137.84026082357
303,-159.39783175082647,0.2189744609715989,23054.25570678711
304,-208.8,0.2178795886667409,42931.280436197914
305,-261.0,0.2167901907234072,56358.95668538412
306,-681.2245184342362,0.21570623976979014,9271.247690836588
307,-104.4,0.21462770857094118,47375.07722981771
308,-208.8,0.21355457002808648,24193.779846191406
309,-1197.5671397694791,0.21248679717794605,21869.329884847004
310,-208.8,0.21142436319205632,9907.125040690104
311,-1185.3086135610847,0.21036724137609603,18747.544459025066
312,-465.14413991762893,0.20931540516921554,29048.13185628255
313,-574.1999999999999,0.20826882814336947,40226.101094563805
314,-678.6,0.20722748400265262,47004.8146870931
315,-261.0,0.20619134658263935,8599.118774414062
316,-1043.037979971834,0.20516038984972615,12405.753173828125
317,-621.1473165832244,0.2041345879004775,39679.68906656901
318,-313.2,0.2031139149609751,7535.358871459961
319,-52.2,0.20209834538617025,88381.75824991862
320,-679.2113972507359,0.2010878536592394,35545.750467936195
321,-383.6913860124004,0.2000824143909432,23279.68194580078
322,-2070.9020115640737,0.19908200231898848,9887.703430175781
323,-319.1911869757952,0.19808659230739353,12456.329305013021
324,-451.56231322135113,0.19709615934585656,12461.977569580078
325,-664.7797026472961,0.19611067854912728,16635.217580159504
326,-109.88393157266869,0.19513012515638165,28902.035319010418
327,-605.6948180711167,0.19415447453059972,12684.410115559896
328,-208.8,0.19318370215794672,34157.10076904297
329,-226.79297190333818,0.192217783647157,17915.08982340495
330,-400.1550793760954,0.1912566947289212,18651.953196207684
331,-52.2,0.1903004112552766,10558.518290201822
332,-52.2,0.18934890919900021,31777.920369466145
333,-238.37149717860777,0.18840216465300522,13526.048482259115
334,-104.4,0.18746015382974018,18867.120005289715
335,-174.15137450905152,0.1865228530605915,29800.238627115887
336,-52.2,0.18559023879528855,46392.07236735026
337,-104.4,0.1846622876013121,10672.96348063151
338,-4767.994819251877,0.18373897616330553,21616.08647664388
339,-52.229810468985725,0.182820281282489,24757.41034444173
340,-600.7180649290896,0.18190617987607657,7339.446421305339
341,-783.0887556293364,0.18099664897669618,36446.53493245443
342,-313.2,0.1800916657318127,8504.4113667806
343,-313.2,0.17919120740315364,8145.794047037761
344,-104.4,0.17829525136613786,33310.7900797526
345,0.0,0.17740377510930716,75262.83556111653
346,-186.33195888067098,0.17651675623376062,10049.443161010742
347,-261.0,0.1756341724525918,17957.143127441406
348,-917.0745943822637,0.17475600159032884,23753.792215983074
349,-878.7778126260968,0.17388222158237718,10487.5625
350,-104.4,0.1730128104744653,37266.78038533529
351,-104.4,0.17214774642209296,10993.791982014975
352,-522.3950720225074,0.1712870076899825,13406.533772786459
353,-73.99706082793448,0.17043057265153258,6270.93212890625
354,-65.63994991378738,0.16957841978827493,13896.297871907553
355,-225.22729045573132,0.16873052768933355,51494.46150716146
356,-208.8,0.1678868750508869,15039.61225382487
357,-52.2,0.16704744067563246,11519.935872395834
358,-261.0,0.1662122034722543,15346.332377115885
359,-52.2,0.16538114245489302,6437.079071044922
360,-281.30825846919316,0.16455423674261854,30123.319396972656
361,-261.0,0.16373146555890544,67584.04760742188
362,-287.5825272716548,0.16291280823111093,25210.040130615234
363,0.0,0.16209824418995536,10559.671834309896
364,-1074.12766848384,0.16128775296900558,14366.220575968424
365,-1169.546031130821,0.16048131420416054,45668.88633219401
366,-156.60000000000002,0.15967890763313974,11076.068379720053
367,-887.4658387666188,0.15888051309497406,24143.661193847656
368,-156.60000000000002,0.1580861105294992,9883.785400390625
369,-261.0,0.1572956799768517,13095.297993977865
370,-254.0304097089633,0.15650920157696743,36839.45324707031
371,-341.20448324821064,0.1557266555690826,15482.633514404297
372,-96.36049188504305,0.1549480222912372,15469.2996190389
373,-104.4,0.15417328217978102,7809.67583211263
374,-254.1652766578553,0.1534024157688821,32966.44941202799
375,-965.2426412140098,0.1526354036900377,17485.19510904948
376,-208.8,0.1518722266715875,60567.90375773112
377,-104.4,0.15111286553822956,10660.288492838541
378,-104.4,0.15035730121053842,6991.351287841797
379,-6429.865331410657,0.14960551470448571,13307.204345703125
380,-52.2,0.14885748713096328,35401.552307128906
381,-313.20000000000005,0.14811319969530845,64812.93479410807
382,-156.60000000000002,0.1473726336968319,32973.05002848307
383,-45077.697030992,0.14663577052834775,26435.39628092448
384,-1285.0012186492947,0.14590259167570602,8533.516967773438
385,-2034.8267460657917,0.1451730787173275,31145.87934366862
386,-634.0272051818655,0.14444721332374086,138276.7852935791
387,-261.0,0.14372497725712216,33306.41969807943
388,0.0,0.14300635237083656,178749.82576497397
389,-158.65547073392997,0.14229132060898236,27430.42411295573
390,-208.8,0.14157986400593744,30402.825256347656
391,-1052.8066259295686,0.14087196468590776,36494.81302897135
392,0.0,0.14016760486247823,31353.297332763672
393,-156.60000000000002,0.13946676683816583,6777.1964111328125
394,-449.1800795728616,0.138769433003975,35223.18914794922
395,-156.60000000000002,0.13807558583895513,137803.02307128906
396,-1434.9739097512356,0.13738520790976036,25631.921427408855
397,-52.2,0.13669828187021155,46072.69614664713
398,-104.94142146688971,0.13601479046086049,14121.835713704428
399,-52.2,0.1353347165085562,33096.31840515137
400,-104.4,0.1346580429260134,219555.96156819662
401,-18551.70607555849,0.13398475271138335,81798.55376180013
402,-156.60000000000002,0.13331482894782642,37045.57187906901
403,-208.8,0.13264825480308728,114992.51062011719
404,-209.66276000052116,0.13198501352907185,34162.80090332031
405,-1688.6046531143418,0.1313250884614265,40697.78608194987
406,-104.4,0.13066846301911936,40466.25480143229
407,-2240.419588679835,0.13001512070402377,135760.6544596354
408,-4307.681355906107,0.12936504510050365,46685.054260253906
409,-313.20000000000005,0.12871821987500112,77146.14418538411
410,-208.8,0.12807462877562611,11601.639119466146
411,-318.47745404597464,0.12743425563174798,22019.720672607422
412,0.0,0.12679708435358925,187484.40397135416
413,-156.60000000000002,0.1261630989318213,6092.081298828125
414,-183.6398118202979,0.1255322834371622,15301.219868977865
415,-104.4,0.12490462201997637,18616.442606608074
416,0.0,0.1242800989098765,226580.5193684896
417,-52.2,0.12365869841532712,18372.966796875
418,-171.39242869836465,0.12304040492325048,44836.83079020182
419,-104.4,0.12242520289863423,16152.10122680664
420,-52.2,0.12181307688414106,28222.983978271484
421,-1238.2802898504815,0.12120401149972035,15056.067301432291
422,-104.4,0.12059799144222175,195799.16622924805
423,-104.4,0.11999500148501063,16077.071329752604
424,-3484.2446773442493,0.11939502647758558,189155.5626220703
425,-2706.5617898697237,0.11879805134519765,142630.25790405273
426,-1692.2347346043957,0.11820406108847166,47928.39302571615
427,-522.9973295562527,0.1176130407830293,231045.20186360678
428,-730.8000000000001,0.11702497557911415,17425.861450195312
429,-1626.1387299803544,0.11643985070121858,53774.24735514323
430,-417.6,0.11585765144771248,11887.66709391276
431,-104.4,0.11527836319047392,37561.611653645836
432,-104.4,0.11470197137452155,23767.142740885418
433,-2602.271660819877,0.11412846151764894,36656.09157307943
434,-97.76637780348982,0.1135578192100607,29479.79396565755
435,-0.7022287039974922,0.11299003011401039,19327.930338541668
436,-52.2,0.11242507996344034,177332.40268961588
437,0.0,0.11186295456362313,13898.642211914062
438,0.0,0.11130363979080501,31789.892456054688
439,-3998.304037436856,0.11074712159185099,33812.35518391927
440,0.0,0.11019338598389174,50536.24279785156
441,-156.60000000000002,0.10964241905397228,16222.6769917806
442,-52.2,0.10909420695870241,100959.60823567708
443,-365.4,0.1085487359239089,202577.6607462565
444,-678.6000000000001,0.10800599224428936,200840.6700439453
445,-469.8,0.10746596228306791,175101.29256184897
446,0.0,0.10692863247165257,29560.15619913737
447,-2056.3295006854573,0.1063939893092943,11588.117746988932
448,-159.94962393541084,0.10586201936274783,36292.288818359375
449,-104.4,0.10533270926593409,25696.87299601237
450,-26739.33972335788,0.10480604571960442,44123.691731770836
451,0.0,0.1042820154910064,54565.17521158854
452,-52.2,0.10376060541355137,77921.06408691406
453,-54.10110270314367,0.1032418023864836,57432.96116129557
454,-52.2,0.10272559337455119,42466.3896077474
455,-4900.719328514025,0.10221196540767843,45399.627197265625
456,-104.4,0.10170090558064004,31200.10487874349
457,-104.4,0.10119240105273684,122316.94260660808
458,-3739.6252516212116,0.10068643904747315,18022.5361328125
459,-156.60000000000002,0.10018300685223579,294580.54844156903
460,-574.2,0.0996820918179746,296908.52705891925
461,-626.4000000000001,0.0996820918179746,46522.42862955729
462,-2093.2384682366037,0.0996820918179746,73837.34643554688
463,-52.2,0.0996820918179746,116572.5558573405
464,-78.99176595926015,0.0996820918179746,111518.20570882161
465,-261.0,0.0996820918179746,110382.94437662761
466,0.0,0.0996820918179746,69457.20015462239
467,-52.2,0.0996820918179746,67250.64794921875
468,0.0,0.0996820918179746,21486.52705891927
469,0.0,0.0996820918179746,14825.839294433594
470,-197.7068454612048,0.0996820918179746,12760.532602945963
471,-156.60000000000002,0.0996820918179746,20064.034505208332
472,-1306.6993631103437,0.0996820918179746,49003.99580891927
473,-1039.8213628158464,0.0996820918179746,29958.23057047526
474,-563.2109015936717,0.0996820918179746,99697.36918131511
475,0.0,0.0996820918179746,15621.498962402344
476,-52.2,0.0996820918179746,50638.0409749349
477,-104.4,0.0996820918179746,185724.71260579428
478,-54.70368648500119,0.0996820918179746,51378.04626464844
479,-700.2238217147195,0.0996820918179746,75306.50620524089
480,0.0,0.0996820918179746,228159.9580485026
481,-388.00302016331227,0.0996820918179746,20627.677734375
482,-9685.674660036799,0.0996820918179746,196037.06677246094
483,-104.4,0.0996820918179746,19383.54217529297
484,-105.97066613903274,0.0996820918179746,226452.90354410806
485,-144.9335098555221,0.0996820918179746,149190.81864420572
486,0.0,0.0996820918179746,79036.60565185547
487,-52.2,0.0996820918179746,36631.19620768229
488,0.0,0.0996820918179746,51924.74747721354
489,-1143.6754669836314,0.0996820918179746,35011.63724772135
490,-156.60000000000002,0.0996820918179746,51045.71915690104
491,-104.4,0.0996820918179746,289316.9391276042
492,-7903.181523760297,0.0996820918179746,71992.22741699219
493,-693.8393070341851,0.0996820918179746,59140.442545572914
494,-456.0507526120062,0.0996820918179746,17720.187561035156
495,-817.6305683498522,0.0996820918179746,31556.04014078776
496,0.0,0.0996820918179746,70294.8321126302
497,-120.224242930774,0.0996820918179746,199226.2397664388
498,0.0,0.0996820918179746,38048.89188639323
499,-52.2,0.0996820918179746,23454.36942545573
500,-3666.279405959372,0.0996820918179746,38995.98848470052
501,0.0,0.0996820918179746,148603.0293375651
502,-261.0,0.0996820918179746,61048.85986328125
503,-104.4,0.0996820918179746,112626.46614583333
504,-626.4000000000001,0.0996820918179746,66953.46923828125
505,-626.4000000000001,0.0996820918179746,58598.902587890625
506,-574.2,0.0996820918179746,55900.40838623047
507,-545.5542770047953,0.0996820918179746,29122.150553385418
508,-2824.947046537115,0.0996820918179746,29308.783121744793
509,-5679.34404209227,0.0996820918179746,23826.283610026043
510,0.0,0.0996820918179746,159861.90698242188
511,-868.6159510650272,0.0996820918179746,47437.18583170573
512,0.0,0.0996820918179746,82119.57236735027
513,-777.8927545463712,0.0996820918179746,13914.420552571615
514,-329.9374834739768,0.0996820918179746,59678.50931803385
515,-156.60000000000002,0.0996820918179746,20240.06620279948
516,-253.35409114373192,0.0996820918179746,50033.74151611328
517,-104.4,0.0996820918179746,96001.70023600261
518,0.0,0.0996820918179746,37871.47646077474
519,-52.2060204594181,0.0996820918179746,43454.57580566406
520,-104.4,0.0996820918179746,111215.1991373698
521,-209.42026183730155,0.0996820918179746,197192.12349446616
522,-208.8,0.0996820918179746,97658.4141438802
523,-365.4,0.0996820918179746,68382.57979329427
